Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,species binomial as published,,Species,,primary,Insectivores & Primates,Stephan_etal_1970,reconcile to _keys/Stephan/species_key.csv (add a Stephan1970 token on activation),
body_weight_g,body weight,,Body_Mass.g,,primary,,Stephan_etal_1970,from Bauchot & Stephan 1966/1969 except Nycticebus coucang & Macaca mulatta,
brain_weight_mg,brain weight,,Brain_Mass.mg,,primary,,Stephan_etal_1970,from Bauchot & Stephan 1966/1969 except Macaca mulatta,
total_brain_net_mm3,total brain NET volume (pure tissue; ventricles/meninges/nerves excluded),Total_brain_net_volume,Volume.mm3,,primary,,Stephan_etal_1970,,
medulla_oblongata_mm3,medulla oblongata volume (Mesencephalon's reticular substance included here per the paper's footnote),Medulla_oblongata,Volume.mm3,,primary,,Stephan_etal_1970,,
cerebellum_mm3,cerebellum volume (Brachium and Nuclei pontis included),Cerebellum,Volume.mm3,,primary,,Stephan_etal_1970,,
mesencephalon_mm3,mesencephalon volume,Mesencephalon,Volume.mm3,,primary,,Stephan_etal_1970,,
diencephalon_mm3,diencephalon volume,Diencephalon,Volume.mm3,,primary,,Stephan_etal_1970,,
telencephalon_mm3,telencephalon volume,Telencephalon,Volume.mm3,,primary,,Stephan_etal_1970,Tables 1-3; equals the sum of the 7 components in Tables 4-6 (verified to <=0.35%),
bulbus_olfactorius_mm3,bulbus olfactorius volume (telencephalon component),Bulbus_olfactorius,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
palaeocortex_plus_amygdala_mm3,palaeocortex PLUS nucleus amygdalae (NA) volume; the corpus amygdaloideum was not separated from the palaeocortex,Palaeocortex_plus_amygdala,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6; combined term - NOT equal to the later Stephan Palaeocortex (which excludes amygdala),
septum_mm3,septum volume (Diagonal band of Broca included),Septum,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
striatum_mm3,striatum volume (internal capsule included),Striatum,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
schizocortex_mm3,schizocortex volume (Regio entorhinalis + perirhinalis + prae-/parasubicularis),Schizo_cortex,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
hippocampus_mm3,hippocampus volume,Hippocampus,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
neocortex_mm3,neocortex volume (underlying white substance included),Neocortex,Volume.mm3,,primary,,Stephan_etal_1970,Tables 4-6,
source,source identifier,,Source,,primary,,Stephan_etal_1970,,
