"Code","Definition","Structure","Measure","Stat","role","taxon","Reference","Note","Source Note"
"species_as_published","Study species (see TABLE 1 definitions).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"region","Sampled region: hilus of the dentate gyrus (three ROI boxes per HC section).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table title; Methods section 2.4."
"solver_type","Problem-solving group.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 row labels."
"n_group","Animals in the solver group.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Printed as (N = x)."
"nonneurons_per_field_mean","Group mean nonneuronal (glial) cell profiles per sampling field.","Dentate gyrus (hilus)","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 'Nonneurons'."
"nonneurons_per_field_sem","SEM of nonneuronal profiles per field.","Dentate gyrus (hilus)","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"neuron_total_per_field_mean","Group mean total neuron profiles per sampling field.","Dentate gyrus (hilus)","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 'Neuron total'."
"neuron_total_per_field_sem","SEM of total neuron profiles per field.","Dentate gyrus (hilus)","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"fusiform_neurons_per_field_mean","Group mean fusiform neuron profiles per sampling field.","Dentate gyrus (hilus)","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","Results text prints nonsolver mean 0.79; table prints 0.71. Table value kept; see ReadMe.","Table 3 'Fusiform neurons'."
"fusiform_neurons_per_field_sem","SEM of fusiform profiles per field.","Dentate gyrus (hilus)","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"fusiform_footnote_ref","Marker printed on the cell; * on Solver = p .0495 vs intermediates (Figure 7 caption; ANOVA F(2,11) = 4.640, p = .035).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3; Figure 7 caption."
"pct_fusiform_neurons_mean","Fusiform cells as percent of neurons (header footnote a).","Dentate gyrus (hilus)","pct","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 '% Fusiform neurons'."
"pct_fusiform_neurons_sem","SEM of percent fusiform.","Dentate gyrus (hilus)","pct","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"pct_all_neurons_mean","Neurons (fusiform + other) as percent of total cells (header footnote b).","Dentate gyrus (hilus)","pct","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 '% All neurons'."
"pct_all_neurons_sem","SEM of percent all neurons.","Dentate gyrus (hilus)","pct","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 3","",""
"sampling_field_um","Sampling field of vision, um (printed 200 x 300).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3 note."
"source","Repository item identifier.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 3","","Metadata."
"Method:counting","Thionin-stained cell-profile densities in 200 x 300 um ROI boxes (three per HC section), 40x; averages per field of vision, not cumulative counts.","","","","method","Procyon lotor","Jacob_etal_2021 TABLE 3","","Methods section 2.4; Table 3 note."
"Method:observation_level","Group means over individual raccoons within one species; pool across solver groups before any species-level use.","","","","method","Procyon lotor","Jacob_etal_2021 TABLE 3","","Table 3."
