"Code","Definition","Structure","Measure","Stat","role","taxon","Reference","Note","Source Note"
"species_as_published","Study species (see TABLE 1 definitions).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"region","Sampled region: anterior frontoinsular cortex, layer V ROI boxes.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table title; Methods section 2.4."
"solver_type","Problem-solving group. Intermediate tissue was unavailable for FI; only Nonsolver and Solver rows exist.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","","Results section 3.2."
"n_group","Animals in the solver group.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","","Printed as (N = x)."
"nonneurons_per_field_mean","Group mean nonneuronal (glial) cell profiles per sampling field.","fronto_insular_cortex","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","Thionin-stained profile counts; not cumulative.","Table 2 'Nonneurons'."
"nonneurons_per_field_sem","SEM of nonneuronal profiles per field.","fronto_insular_cortex","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"neuron_total_per_field_mean","Group mean total neuron profiles per sampling field.","fronto_insular_cortex","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 'Neuron total'."
"neuron_total_per_field_sem","SEM of total neuron profiles per field.","fronto_insular_cortex","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"von_economo_neurons_per_field_mean","Group mean von Economo neuron (VEN) profiles per sampling field.","fronto_insular_cortex","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 'VENs'."
"von_economo_neurons_per_field_sem","SEM of VEN profiles per field.","fronto_insular_cortex","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"fork_neurons_per_field_mean","Group mean fork neuron profiles per sampling field.","fronto_insular_cortex","count_per_field","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 'Fork neurons'."
"fork_neurons_per_field_sem","SEM of fork neuron profiles per field.","fronto_insular_cortex","count_per_field","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"pct_von_economo_neurons_mean","VENs as percent of neurons (header footnote a).","fronto_insular_cortex","pct","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 '% VENs'."
"pct_von_economo_neurons_sem","SEM of percent VENs.","fronto_insular_cortex","pct","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"pct_all_neurons_mean","Neurons (VEN + fork + pyramidal) as percent of total cells (header footnote b).","fronto_insular_cortex","pct","mean","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 '% All neurons'."
"pct_all_neurons_sem","SEM of percent all neurons.","fronto_insular_cortex","pct","sem","primary","Procyon lotor","Jacob_etal_2021 TABLE 2","",""
"sampling_field_um","Sampling field of vision, um (printed 200 x 300).","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2 note."
"source","Repository item identifier.","","","","info","Procyon lotor","Jacob_etal_2021 TABLE 2","","Metadata."
"Method:counting","Thionin-stained cell-profile densities in 200 x 300 um ROI boxes (four per FI section), 40x; averages per field of vision, not cumulative counts.","","","","method","Procyon lotor","Jacob_etal_2021 TABLE 2","","Methods section 2.4; Table 2 note."
"Method:observation_level","Group means over individual raccoons within one species; pool across solver groups before any species-level use.","","","","method","Procyon lotor","Jacob_etal_2021 TABLE 2","","Table 2."
