Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species,species scientific binomial as printed,,Species,,primary,Primates,Heldstab_etal_2016_TableS1,reconcile to _keys/Stephan/species_key.csv,
MC,manipulation complexity (mean score across bouts),Behaviour,ManipulationComplexity,mean,primary,Primates,Heldstab_etal_2016_TableS1,the paper's focal dexterity-family trait,
study_site,site where the animals were observed,,,info,Primates,Heldstab_etal_2016_TableS1,,
n_bouts,number of observation bouts,,,n,primary,Primates,Heldstab_etal_2016_TableS1,,
n_individuals,number of individuals observed (kept as text),,,n,primary,Primates,Heldstab_etal_2016_TableS1,"multiple values (e.g. 3/2) indicate several groups of the same species",
ECV_ml,female endocranial volume in millilitres,WholeBrain,ECV.ml,,primary,Primates,Heldstab_etal_2016_TableS1,"brain/body measures from Lonsdorf & Ross and van Woerden et al.",
body_mass_g,female body mass in grams,Body,BodyMass.g,,primary,Primates,Heldstab_etal_2016_TableS1,"except Saguinus imperator body mass from Rowe & Myers",
neocortex_g,neocortex size in grams,Neocortex,NeocortexSize.g,,primary,Primates,Heldstab_etal_2016_TableS1,"neocortex/cerebellum and associated body mass from refs 14-16",
cerebellum_g,cerebellum size in grams,Cerebellum,CerebellumSize.g,,primary,Primates,Heldstab_etal_2016_TableS1,,
brain_assoc_body_mass_g,body mass in grams associated with the neocortex/cerebellum measurements,Body,BodyMass.g,,primary,Primates,Heldstab_etal_2016_TableS1,column printed as 'BoM brain [g]',
terrestriality,"terrestriality score: 1 = terrestrial (>60%), 0.5 = semi-terrestrial (>20%), 0 = arboreal",Ecology,,rank,primary,Primates,Heldstab_etal_2016_TableS1,,
diet_quality,diet quality index (as printed),Ecology,,,primary,Primates,Heldstab_etal_2016_TableS1,units/scaling as tabulated in the source,
diet_category,"diet category: 1 = fruits and insects, 0 = gum and leaves",Ecology,,rank,primary,Primates,Heldstab_etal_2016_TableS1,,
tool_use,"tool use: 1 = tool-using species, 0 = non-tool-using",Behaviour,,rank,primary,Primates,Heldstab_etal_2016_TableS1,,
extractive_foraging,"extractive foraging: 1 = extractive-foraging species, 0 = non-extractive",Behaviour,,rank,primary,Primates,Heldstab_etal_2016_TableS1,,
cog_test_1,cognitive test performance (source ref 17),Behaviour,,,primary,Primates,Heldstab_etal_2016_TableS1,'Cog. test' column (footnote £),
cog_test_2,cognitive test performance (source ref 18),Behaviour,,,primary,Primates,Heldstab_etal_2016_TableS1,'Cog. test**' column,
group_size,foraging group size (proxy for social complexity),Ecology,,,primary,Primates,Heldstab_etal_2016_TableS1,loge-transformed in the paper's analyses,
source,source identifier,,Source,,info,Primates,Heldstab_etal_2016_TableS1,,
