Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
common_name,common name of the animal as printed,,,info,Mammals,Heffner_Masterton_1983_TableI,,
Species,species binomial (obvious transcription typos corrected; genus-only entries kept),,Species,,primary,Mammals,Heffner_Masterton_1983_TableI,"reconcile to _keys/Stephan/species_key.csv; taxonomy not modernised",
Species_as_printed,species name exactly as printed in Table I,,Species,,info,Mammals,Heffner_Masterton_1983_TableI,"differs from Species for 2 rows: Erinaceous->Erinaceus, Macaca ira->Macaca irus",
phyletic_level,phyletic level rank (1-8) after Campbell; higher = more recently evolved grade,CorticospinalTract,,rank,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'phyletic_level',
digital_dexterity,digital dexterity rank (1-7); scale defined in Table II,Behaviour,,rank,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'digital_dexterity',
body_weight_kg,body weight in kilograms,Body,BodyMass.kg,,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'body_weight_kg',
area_mm2,cross-sectional area of the corticospinal (pyramidal) tract in mm2,CorticospinalTract,Area.mm2,,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'area_mm2',
area_mm2_ref,source reference for area_mm2 as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
no_fibers_x10_3,number of fibres in the corticospinal tract in thousands (value x 1000 = fibre count),CorticospinalTract,FiberCount,,primary,Mammals,Heffner_Masterton_1983_TableI,"printed header reads x10^-3; values are thousands (e.g. 807 = 807000)",
no_fibers_ref,source reference for no_fibers_x10_3 as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
avg_fiber_size_um,average corticospinal fibre diameter in micrometres,CorticospinalTract,FiberDiameter.um,mean,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'avg_fiber_size_um',
avg_fiber_size_ref,source reference for avg_fiber_size_um as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
largest_fiber_size_um,largest corticospinal fibre diameter in micrometres,CorticospinalTract,FiberDiameter.um,max,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'largest_fiber_size_um',
largest_fiber_size_ref,source reference for largest_fiber_size_um as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
extension_down_cord_rank,rank of how far corticospinal terminations extend down the spinal cord,CorticospinalTract,,rank,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'extension_down_cord_rank',
extension_down_cord_ref,source reference for extension_down_cord_rank as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
ventralmost_lamina,ventral-most spinal grey-matter lamina (Rexed) receiving corticospinal terminations,CorticospinalTract,,rank,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'ventralmost_lamina',
ventralmost_lamina_ref,source reference for ventralmost_lamina as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
densest_lamina,spinal grey-matter lamina (Rexed) with the densest corticospinal terminations,CorticospinalTract,,rank,primary,Mammals,Heffner_Masterton_1983_TableI,snapshot column 'densest_lamina',
densest_lamina_ref,source reference for densest_lamina as printed in brackets,,,info,Mammals,Heffner_Masterton_1983_TableI,,
source,source identifier,,Source,,info,Mammals,Heffner_Masterton_1983_TableI,,
