Source,Species_raw,curated,NCBI_id,NCBI_name,Species_final,name_source,flag_curated_overrides_ncbi,flag_unresolved
Bauernfeind_etal_2013_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Piliocolobus badius,NA,164648,Piliocolobus badius,Piliocolobus badius,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Pithecia pithecia,NA,43777,Pithecia pithecia,Pithecia pithecia,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Pongo pygmaeus and Pongo abelii,Pongo sp.,NA,NA,Pongo sp.,curated,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Saguinus geoffroyi,NA,43778,Saguinus geoffroyi,Saguinus geoffroyi,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Symphalangus syndactylus,NA,9590,Symphalangus syndactylus,Symphalangus syndactylus,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Trachypithecus francoisi,NA,54180,Trachypithecus francoisi,Trachypithecus francoisi,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated,TRUE,FALSE
Bauernfeind_etal_2013_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Bauernfeind_etal_2013_Table2,Pongo pygmaeus and Pongo abelii,Pongo sp.,NA,NA,Pongo sp.,curated,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Alouatta palliata,NA,30589,Alouatta palliata,Alouatta palliata,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Ateles sp.,NA,9511,Ateles sp.,Ateles sp.,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Callicebus sp.,NA,116962,Callicebus sp.,Callicebus sp.,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Cercopithecus nictitans,NA,36228,Cercopithecus nictitans,Cercopithecus nictitans,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Eulemur mongoz,NA,34828,Eulemur mongoz,Eulemur mongoz,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Lemur catta,NA,9447,Lemur catta,Lemur catta,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Papio hamadryas,NA,9557,Papio hamadryas,Papio hamadryas,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Semnopithecus entellus,NA,88029,Semnopithecus entellus,Semnopithecus entellus,NCBI,FALSE,FALSE
Bush_Allman_2004_b_TABLE1,Tarsius syrichta,NA,1868482,Carlito syrichta,Carlito syrichta,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Alouatta sp.,Alouatta seniculus,NA,NA,Alouatta seniculus,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Avahi l. laniger,Avahi laniger,NA,NA,Avahi laniger,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated,TRUE,FALSE
Frahm_etal_1984_Table1,Cebus sp.,Cebus albifrons,9517,Cebus sp.,Cebus albifrons,curated,TRUE,FALSE
Frahm_etal_1984_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Daubentonia madagascar.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated,FALSE,FALSE
Frahm_etal_1984_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated,TRUE,FALSE
Frahm_etal_1984_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw,FALSE,TRUE
Frahm_etal_1984_Table1,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated,TRUE,FALSE
Frahm_etal_1984_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Tarsius sp.,NA,30612,Tarsius sp.,Tarsius sp.,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Tupaia minor,NA,143289,Tupaia minor,Tupaia minor,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI,FALSE,FALSE
Frahm_etal_1984_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Cercocebus torquatus atys,Cercocebus torquatus,9531,Cercocebus atys,Cercocebus torquatus,curated,TRUE,FALSE
MacLeod_etal_2003_,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated,TRUE,FALSE
MacLeod_etal_2003_,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI,FALSE,FALSE
MacLeod_etal_2003_,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated,TRUE,FALSE
MacLeod_etal_2003_,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Ateles paniscus,NA,9510,Ateles paniscus,Ateles paniscus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Cebus sp.,NA,9517,Cebus sp.,Cebus sp.,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Cercocebus albigena,NA,75567,Lophocebus albigena,Lophocebus albigena,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Cercopithecus sp.,NA,NA,NA,Cercopithecus sp.,unresolved_raw,FALSE,TRUE
MacLeod_etal_2003_Table2,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated,TRUE,FALSE
MacLeod_etal_2003_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI,FALSE,FALSE
MacLeod_etal_2003_Table2,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated,TRUE,FALSE
MacLeod_etal_2003_Table2,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Gorilla gorilla,NA,9593,Gorilla gorilla,Gorilla gorilla,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Pongo pygmaeus,NA,9600,Pongo pygmaeus,Pongo pygmaeus,NCBI,FALSE,FALSE
Rilling_Insel_1998_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Gorilla gorilla,NA,9593,Gorilla gorilla,Gorilla gorilla,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Pongo pygmaeus,NA,9600,Pongo pygmaeus,Pongo pygmaeus,NCBI,FALSE,FALSE
Rilling_Insel_1999_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Sherwood_etal_2004_TABLEI,Gorilla beringei,NA,499232,Gorilla beringei,Gorilla beringei,NCBI,FALSE,FALSE
Sherwood_etal_2004_TABLEI,Gorilla gorilla,NA,9593,Gorilla gorilla,Gorilla gorilla,NCBI,FALSE,FALSE
Sherwood_etal_2004_TABLEI,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Sherwood_etal_2004_TABLEI,Pongo pygmaeus,NA,9600,Pongo pygmaeus,Pongo pygmaeus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated,FALSE,FALSE
Sherwood_etal_2005_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated,FALSE,FALSE
Sherwood_etal_2005_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated,TRUE,FALSE
Sherwood_etal_2005_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Daubentonia madagascariensis,NA,31869,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Eulemur fulvus,NA,13515,Eulemur fulvus,Eulemur fulvus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated,TRUE,FALSE
Sherwood_etal_2005_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw,FALSE,TRUE
Sherwood_etal_2005_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Lophocebus albigena,NA,75567,Lophocebus albigena,Lophocebus albigena,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated,TRUE,FALSE
Sherwood_etal_2005_Table1,Procolobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated,FALSE,FALSE
Sherwood_etal_2005_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI,FALSE,FALSE
Sherwood_etal_2005_Table1,Tarsius syrichta,Tarsius sp.,1868482,Carlito syrichta,Tarsius sp.,curated,TRUE,FALSE
Sherwood_etal_2005_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI,FALSE,FALSE
